2026-05-28 11:44:22,652 | INFO | Loaded 0 reference images
2026-05-28 11:44:22,653 | INFO | AI disabled by config
2026-05-28 11:44:22,653 | INFO | ============================================================
2026-05-28 11:44:22,653 | INFO | Material AI Standalone Desktop App
2026-05-28 11:44:22,653 | INFO | Config      : C:\Users\RealTech\Documents\MaterialAI\config.ini
2026-05-28 11:44:22,653 | INFO | Project cfg : C:\Users\RealTech\PycharmProjects\Kousicandco\config.ini
2026-05-28 11:44:22,653 | INFO | Default cfg : C:\Users\RealTech\Documents\MaterialAI\config.ini
2026-05-28 11:44:22,653 | INFO | Data        : C:\Users\RealTech\Documents\MaterialAI
2026-05-28 11:44:22,653 | INFO | Capture Dir : C:\Users\RealTech\Documents\MaterialAI\CapturedImages
2026-05-28 11:44:22,653 | INFO | Reference   : C:\Users\RealTech\Documents\MaterialAI\ReferenceImages
2026-05-28 11:44:22,653 | INFO | Model       : C:\Users\RealTech\Documents\MaterialAI\Model\material_model.tflite
2026-05-28 11:44:22,653 | INFO | Labels      : C:\Users\RealTech\Documents\MaterialAI\Model\labels.txt
2026-05-28 11:44:22,653 | INFO | Camera      : rtsp://admin:admin@192.168.22.226:554/h264/ch1/main/av_stream
2026-05-28 11:44:22,653 | INFO | SFTP        : enabled=True paramiko=True ftpuser@3.111.78.82:22 -> /home/ftpuser/ftp/Kousic&Co
2026-05-28 11:44:22,653 | INFO | SFTP folders: organize_by_material=True create_folders=True
2026-05-28 11:44:22,654 | INFO | Input COM   : enabled=True COM8 @ 9600 command='Detects'
2026-05-28 11:44:22,654 | INFO | Output COM  : enabled=False COM5 @ 9600
2026-05-28 11:44:22,654 | INFO | Delay       : 9.000s
2026-05-28 11:44:22,654 | INFO | AI          : enabled=False available=False
2026-05-28 11:44:22,658 | INFO | COM ports   : COM8
2026-05-28 11:44:22,658 | INFO | ============================================================
2026-05-28 11:44:22,659 | INFO | Opening camera: rtsp://admin:admin@192.168.22.226:554/h264/ch1/main/av_stream
2026-05-28 11:44:22,659 | INFO | Opening input trigger port: COM8 @ 9600 command='Detects'
2026-05-28 11:44:39,573 | INFO | Input trigger raw text: 'D'
2026-05-28 11:44:39,604 | INFO | Input trigger raw text: 'etects'
2026-05-28 11:44:39,604 | INFO | Sensor command matched: 'Detects'
